Kód obce;poradie na hlasovacom lístku;meno;priezvisko;titul;vek;povolanie;strany;počet hlasov
555568;2;Štefan;Anda;;49;podnikateľ;001;24
555568;3;Vojtech;Bugár;;58;elektromechanik;145;5
555568;4;Pavol;Dosztig;;38;nastavovač CNC strojov;001;20
555568;5;Arpád;Fejes;Mgr.;49;podnikateľ;001;15
555568;6;Eugen;Milinszky;PhDr.;46;sociálnoprávna ochrana detí a sociálnej kurately;001;176
555576;1;Gergely;Török;Ing.;33;starosta;145;620
555606;1;Ľubomír;Baka;Mgr.;38;manažér kvality;001;101
555606;2;Monika;Fehérová;;36;referentka obecného úradu;001;67
555606;3;Jaroslav;Král;;44;mechanizátor;120;28
555606;4;Peter;Lelkes;;41;živnostník;001;27
555649;1;Gabriel;László;Mgr., MBA;52;starosta;106,136,145;232
555665;1;Dávid;Kaščák;JUDr., PhD.;31;hlavný štátny radca;001;226
555665;2;Erika;Mancalová;;55;riaditeľka pobočky banky;001;131
555665;3;Ladislav;Pálffy;;64;poverený zástupca starostu;145;331
555665;4;Marcela;Szabóová;Mgr.;49;obchodná a technická poradkyňa;001;36
555673;1;Ernest;Tóth;;65;agronóm;141;270
555673;2;Ján;Ürögi;PhDr.;63;starosta;145;484
555720;1;Arpád;Benovič;Ing.;58;súkromný podnikateľ;001;205
555720;2;Alexander;Csóka;;61;starosta obce;001;377
555746;1;Robert;Mocsonoky;;49;starosta;145;186
555754;1;Marta;Mészárosová;Ing.;60;starostka;145;668
555754;2;Dávid;Mézes;Ing.;31;finančný audítor;001;262
555754;3;Juraj;Papanek;;43;konateľ spoločnosti;001;70
555789;1;Ľuboš;Šúry;PhDr., Mgr.;56;starosta;136,106;638
555789;2;Anton;Švehla;;67;podnikateľ;139;121
555819;1;Monika;Aradi;Ing.;52;starostka;145;40
555819;2;Zora;Kočišová;Ing.;49;účtovníčka;001;48
555819;3;Kitti;Monduk;;32;nezamestnaná;001;40
555827;1;Ladislav;Lengyel;Ing.;55;starosta;001;118
555843;1;Marian;Csákvári;;46;starosta;145;256
555851;1;Dušan;Macai;Ing.;45;manažér;001;247
555851;2;Jana;Nemcová;Mgr.;61;štátna zamestnankyňa;136;71
555851;3;Peter;Švec;PaedDr., Ph.D.;41;starosta;001;330
555860;1;Katarína;Babalová;Ing.;57;starostka;001;381
555860;2;Martin;Bóri;;50;vodič;125;25
555860;3;Jozef;Maxin;Ing.;59;živnostník;001;287
555860;4;Peter;Molnár;;49;regionálny riaditeľ;106;138
555878;1;Michal;Klinka;Ing.;38;zamestnanec v samospráve;001;284
555878;2;Peter;Šoka;Ing.;43;projektant;001;526
555886;1;Róbert;Kupeček;;55;starosta obce;001;504
555886;2;Peter;Szakmár;Ing.;43;vedúci oddelenia služieb;001;211
555908;1;Leonidas;Charizopulos;;56;starosta;001;164
555916;1;Monika;Furová;;49;predavačka;001;115
555916;2;Miroslav;Kráľ;Mgr.;48;starosta obce;001;104
555916;3;Bohumír;Šabík;Mgr., Ing.;49;riaditeľ agentúry;125;60
555924;1;Jana;Ďurčeková;Mgr.;56;starostka;132;114
555924;2;Štefan;Kováč;;50;zoraďovač;001;35
555924;3;Lubomír;Lavo;;54;vedúci strediska;001;62
555932;1;Radoslav;Kéry;Ing.;47;strojník jadrových zariadení;136;75
555932;2;Justína;Pálková;Ing.;55;starostka obce;001;200
555959;1;Miroslav;Brath;Ing.;42;starosta;145;125
555967;1;Zdenko;Mlynčok;;44;vodič;001;44
555967;2;Róbert;Szurdi;;56;starosta;001;127
555991;1;Martin;Arpáš;Ing.;55;servisný poradca;001;77
555991;2;Richard;Kozel;;50;konateľ spoločnosti;001;441
555991;3;Štefan;Palatický;JUDr., PhDr., PaedDr., MBA, LL.D.;35;štátny zamestnanec;001;123
555991;4;Juraj;Žáčik;Ing.;34;obchodný zástupca;001;70
556025;1;Ivan;Holka;Ing.;60;technik;132;35
556025;2;Martina;Horváthová;Mgr.;43;starostka;001;141
556033;1;Monika;Górová;Mgr.;53;starostka obce;145;123
556050;1;Rudolf;Frýželka;Ing.;45;starosta obce;154,136,106;265
556050;2;Martina;Kosibová;;44;asistentka riaditeľa;001;244
556050;3;Slavomír;Malík;Ing.;54;technický pracovník;135;194
556092;1;Dezider;Molnár;;62;starosta;001;355
556114;1;Adrian;Krajčír;Mgr.;47;starosta;001;528
556122;1;Ján;Kadič;Bc.;44;zdravotná sestra;001;87
556122;2;Ľuboslava;Škojcová;Ing.;51;účtovníčka;124;84
556131;1;Alena;Huttová;;50;živnostníčka;001;141
556131;2;Michal;Kalamenovič;;46;asistent predaja;111;79
556149;1;Róbert;Lukačovič;;51;výsluhový dôchodca;116
556149;2;Andrea;Ondrušková;;46;administratívna pracovníčka;001
556149;3;Miroslav;Pavlovič;;63;dôchodca;132
556149;4;Jaroslav;Števula;Ing.;59;obchodný zástupca;001
556149;5;Martin;Zdychavský;PaedDr.;49;starosta obce;001
556157;1;Roman;Beňo;;55;vodič;001;95
556157;2;Jaroslav;Božik;;69;starosta obce;001;254
556157;3;Michal;Čelechovský;Ing.;51;predseda družstva;132;14
556157;4;Dana;Michalková;Mgr.;33;obchodná zástupkyňa;001;36
556157;5;Magdaléna;Plačková;;49;referentka;001;244
556157;6;Ivana;Rusnáková;Ing.;35;manažérka;001;27
556157;7;Marián;Smatana;Mgr.;48;odborný radca;001;121
556157;8;Juraj;Ševčík;Mgr.;49;obchodný riaditeľ;001;34
556165;1;Jana;Šupová;Ing.;40;starostka;001;228
556173;1;Jana;Petrejeová;Ing.;50;starostka obce;136,106,135;48
556190;1;Alena;Kubrická;;44;starostka obce;001;87
556190;2;Alojz;Potočár;;57;stavbyvedúci;001;76
556211;1;Michal;Hašan;Bc.;40;výsluhový dôchodca;106;75
556211;2;Jarmila;Šišková;;45;administratívna pracovníčka;132,136;104
556220;1;Maroš;Barta;;52;starosta;132;54
556238;1;Vladimír;Hromádka;;68;starosta;106,111;65
556246;1;Martin;Mikloš;Ing.,Mgr.,Mgr.,PhD.;47;starosta;141;197
556262;1;Peter;Cifra;;36;živnostník;136;40
556262;2;Frederik;Fiantok;;28;odborný pracovník,hudobník;106;92
556262;3;František;Košecký;;60;starosta;001;266
556271;1;Eva;Dragulová;;62;starostka obce;136,106;39
556289;1;Ján;Strempek;;65;starosta;001;149
556297;1;Daniel;Hučko;;44;starosta obce;136;185
556327;1;Hana;Holáková Danišová;;42;administratívna pracovníčka;001;34
556327;2;Juraj;Krištof;;48;starosta obce;001;118
556351;1;Zuzana;Balátová;Mgr.;42;pracovníčka v gastronómii;001;65
556351;2;Jaroslav;Dúcky;Mgr.;43;produktový špecialista;106;51
556351;3;Jozef;Ladický;Ing.;66;starosta obce;136;84
556360;1;Ingrid;Sitárová;Ing.;46;starostka obce;136;58
556408;1;Rudolf;Daniš;;36;elektrikár, revízny technik;001;75
556408;2;Lucia;Danišová;;39;rodičovská dovolenka;001;26
556408;3;Daniela;Elčíková;Mgr.;52;výsluhová dôchodkyňa;136;41
556416;1;Ján;Moravčík;;58;lodný kapitán;106,136;44
556416;2;Ján;Najman;Mgr.;39;oblastný manažér;001;223
556424;1;Martina;Jamborová;;53;konateľka spoločnosti;118;31
556424;2;Miloš;Madila;;67;starosta obce;136;43
556441;1;Miroslav;Zámečník;;50;starosta obce;001;288
556459;1;Igor;Jambor;;48;starosta;001;216
556475;1;Pavol;Kubica;;59;živnostník;116;71
556475;2;Peter;Minárik;Mgr.;50;starosta obce;001;491
556483;1;Svetlana;Královičová;Ing.;47;starostka;001;658
556491;1;Peter;Bartovič;JUDr.;53;starosta;001;177
556491;2;Jaroslav;Cehlárik;Mgr.;39;riaditeľ;001;89
556491;3;Eva;Jankovičová;;55;živnostníčka;001;113
556491;4;Klaudia;Teovanović;;40;špecialistka ľudských zdrojov;001;196
556513;1;Ivan;Dobrovodský;Ing.;58;starosta ;001;453
556521;1;Dagmar;Jakubcová;Mgr.;49;starostka;001;203
556530;1;Viera;Darivčaková;Mgr.;58;starostka ;001;208
556530;2;Štefan;Šušuk;;66;podnikateľ;135;72
556548;1;Štefan;Madunický;;47;starosta obce;001;178
556556;1;Daniela;Maják Cedulová;Ing.;39;prevádzkovo-technická špecialistka;001;125
556556;2;Ivana;Stachová;;41;starostka;111;58
556564;1;Jozef;Bugan;;47;živnostník;001;112
556564;2;Jana;Košíková;Mgr.;43;účtovníčka;001;137
556564;3;Renáta;Tibenská;;33;pracovníčka logistiky;001;39
556572;1;Pavol;Paulovič;PhDr.;46;starosta obce;106;300
556581;1;Peter;Fedák;;42;SZČO;001;164
556581;2;Jana;Myjavcová;;48;starostka obce;136;148
556599;1;Peter;Fandl;;47;starosta obce;001;124
556599;2;Roman;Horváth;;53;inšpektor mestskej polície;001;113
556602;1;Peter;Korchaň;Mgr.;56;manažér;136;82
556602;2;Patrik;Monček;;32;operátor výroby;109;11
556602;3;Monika;Šimičáková;Mgr.;44;farmaceutický laborant;111;126
556602;4;Tibor;Veľký;Ing.;57;starosta;106;101
556611;1;Jozef;Borovský;;52;vodič;001;22
556611;2;Alena;Rolincová;;57;starostka;136;66
556645;1;Peter;Gálik;;53;podnikateľ;001;72
556645;2;Mária;Janičková;Mgr.;29;psychológ;001;27
556645;3;Michal;Kolena;;41;starosta;136;69
556645;4;Miroslav;Veľký;;66;dôchodca;132;20
556653;1;Ľubomír;Remenár;;40;vodič autobusu;125;17
556653;2;Miroslav;Remenár;;63;starosta;111;151
556653;3;Eva;Štrbová;PhDr.;45;riaditeľka odboru firemných investícií;001;109
556661;1;Tomáš;Bartovič;Ing.;39;starosta;136;215
556670;1;Vladimír;Lutišan;Mgr.;59;vedúci technického zabezpečenia;106;214
556670;2;Ivan;Slezák;;51;živnostník;001;206
556688;1;Juraj;Rábara;Mgr.;44;starosta;001;205
556688;2;Kamil;Štibraný;Ing.;49;technik;001;99
556696;1;Štefan;Ailer;doc., Ing., PhD.;53;vysokoškolský učiteľ;124;199
556696;2;Július;Czako;;57;konateľ spoločnosti;001;398
556696;3;Richard;Lidik;Ing.;51;manažér obstarávania;001;49
556696;4;Ivan;Šiška;Ing.;52;konateľ spoločnosti;001;276
556742;1;Pavol;Kajan;;47;pilčík / obsluha lanovky;001;65
556742;2;Mária;Štrbáková;;56;starostka;136;66
556777;1;Eva;Mozoličová;;65;starostka;001;14
556785;1;Eva;Belančíková;;52;starostka;001;181
556785;2;Miroslav;Litt;;47;vodič MKD;125;26
556793;1;Jaroslav;Kopčan;Ing.;56;starosta obce;136;116
556807;1;Zuzana;Fedáková;Mgr.;45;vedúca školskej jedálne;001;30
556823;1;Jozef;Gáll;;28;živnostník;106;16
556823;2;Ján;Hribľan;Mgr.;52;výsluhový dôchodca;001;125
556823;3;Jozef;Kipikaša;;72;starosta obce;143;136
556823;4;Mária;Miklušová;;45;referentka marketingu;001;252
556823;5;Peter;Oláh;B.A., Dr.h.c.;38;živnostník;109;1
557251;1;Martin;Alberty;Mgr.;27;manažér;106;75
557251;2;Lucia;Čillíková;Ing.;38;manažérka;001;36
557269;1;Ivan;Janovec;;57;starosta obce;136,125;64
557269;2;Eva;Turčanová;;39;účtovníčka;001;44
557277;1;Miroslav;Gábor;;41;živnostník;116;22
557277;2;Martina;Kubišová;Ing., PhD.;42;starostka;001;174
557285;1;Alena;Krajňáková;;41;starostka;001;308
557293;1;Andrea;Klesniaková;;47;starostka;001;375
557307;1;Ján;Skýpala;;49;nezamestnaný;117;63
557307;2;Ján;Šupica;Ing.;36;starosta;001;781
557315;1;Jozef;Cupper;Mgr.;35;zástupca starostu obce;001;333
557323;1;Miroslav;Škrabák;;47;starosta;136;35
557331;1;Renata;Hrnčiarová;Bc.;42;starostka;001;48
557340;1;Andrej;Barcík;;45;starosta;136,106,111;139
557340;2;Ján;Oláh;;61;živnostník;144;13
557358;1;Juraj;Bado;;69;výsluhový dôchodca;001;401
557358;2;Miroslav;Mazúr;Ing.;62;viazaný finančný poradca;001;580
557358;3;Branislav;Zacharides;Mgr.;47;primátor mesta;001;1372
557391;1;Gabriela;Holbová;Mgr.;43;ekonómka;106;77
557391;2;Milan;Kučiak;;53;technik údržby;125;30
557391;3;Patrik;Mačina;;31;nákupca/predajca;001;211
557404;1;Igor;Daško;;50;stavebný technik;132,106,136;206
557412;1;Michal;Galko;Ing.;35;technológ;001;38
557412;2;Dana;Magutová;Ing.;49;samostatná radkyňa;001;111
557412;3;Pavol;Tichý;;62;starosta obce;001;103
557421;1;Martina;Adamcová;;39;zdravotnícka pracovníčka;001;16
557421;2;Jozef;Gallo;;43;výsluhový dôchodca;001;13
557421;3;Peter;Hutyra;;56;stavebný technik;132,106,136;19
557421;4;Gabriela;Petrúšková;Ing.;54;ekonómka;001;198
557421;5;Anna;Prekopová;Ing.;62;ekonómka;111;201
557439;1;Martin;Dolinský;JUDr. Mgr.;40;starosta;001;361
557439;2;Peter;Regina;Bc.;55;referent;116;331
557447;1;Miroslav;Belás;;47;podnikateľ;111,128;38
557447;2;Ladislav;Ďureček;;63;starosta;136,106;96
557447;3;Miroslav;Pojezdal;;36;živnostník;001;235
557471;1;Juraj;Hrišo;Ing.;39;starosta obce;106,136;260
557471;2;Jozef;Pavlis;Ing.;30;obchodný zástupca;001;322
557480;1;Štefan;Hrenák;Ing.;57;starosta obce;111;126
557480;2;Martina;Michálková;Mgr.;41;učiteľka;001;129
557480;3;Marián;Šuly;Ing.;40;IT technik;001;32
557498;1;Milan;Gášek;;62;starosta obce;136,106,132;122
557501;1;Marián;Pavlík;Ing.;45;ekonóm;136,106;219
557501;2;Karol;Pilný;;61;vodič živnostník;132;104
557510;1;Iveta;Žilovcová;Mgr.;52;starostka obce;001;199
557552;1;Rastislav;Bačík;JUDr.;53;starosta obce;001;155
557552;2;Miroslav;Kostrbík;;56;zamestnanec na referáte výstavby a údržby pozemných komunikácií;001;37
557561;1;Juraj;Čelko;Mgr.;61;starosta obce;136,106;90
557579;1;Ján;Hamar;;46;starosta;132,136,106;135
557579;2;Pavol;Holko;;53;montážnik;001;152
557595;1;Ján;Kardoš;;58;robotník;132;42
557595;2;Ivan;Sádecký;;47;SZČO;136;57
557609;1;Anton;Ondrásky;Ing.;42;projektový manažér;001;61
557617;1;Veronika;Jáňová;Ing.;29;referentka ekonomiky;001;49
557625;1;Peter;Remiš;;53;mechanik;136,106,132;63
557633;1;Jozef;Boško;;53;vodič;136;58
557633;2;Marcela;Filová;;50;starostka;001;186
557692;1;Miroslav;Katerinčin;;31;samostatne zárobkovo činná osoba;001;46
557692;2;Rastislav;Kočka;;42;majster výroby;132;25
557692;3;Tibor;Mičko;;49;starosta obce;001;174
557692;4;Jozef;Zachar;;56;obrábač kovov;136;8
557706;1;Peter;Mikuško;Ing.;46;starosta obce;001;127
557714;1;Peter;Kotian;Ing.;50;starosta;141;116
557714;2;Ján;Tonhaiser;Mgr.;33;projektový kontrolór;001;159
557757;1;Aladár;Kosztúr;;55;vodič-záchranár;001;90
557757;2;Csaba;Kovács;;47;vedúci zamestnanec čerpacej stanice;145;229
557765;1;Oskár;Tóth;;56;starosta obce;001;73
557790;1;Miroslav;Bystriansky;Mgr.;54;učiteľ;106;58
557811;1;Milan;Medveď;;52;starosta;132;140
557820;1;Marta;Bystránová;;58;starostka;106;54
557820;2;Robert;Kúdela;;48;živnostník;142;28
557854;1;Ján;Rencsok;;44;starosta obce;145;97
557854;2;Ildikó;Tóth;;39;nezamestnaná;001;50
557889;1;Levente;Hubay;;52;starosta obce;145;42
557901;1;Štefan;Csipai;;47;redaktor;001;31
557901;2;Ján;Záhorský;;47;starosta obce;106;92
557919;1;Katarína;Balážová;Mgr.;61;učiteľka;128;44
557927;1;Ružena;Gembická;;65;starostka obce;136;141
557927;2;Michal;Szabó;;30;predavač;001;12
557927;3;Ján;Trnka;;48;podnikateľ;106;70
557935;1;Jaromír;Benko;;61;stavebný robotník;125;67
557935;2;Ján;Čerňan;Mgr.;56;výsluhový dôchodca;001;456
557935;3;Monika;Dimitriadu;Mgr.;55;živnostníčka;001;319
557960;1;Igor;Frko;;54;starosta obce;136,106;224
557960;2;Simone Alexandra;Hauer;;31;samostatne hospodáriaca roľníčka;001;49
557986;1;Martina;Bohušová;Mgr.;32;starostka obce;001;315
557994;1;Jozef;Jánošík;;57;starosta obce;001;191
558087;1;Michal;Bartko;Ing., PhD.;49;starosta;001;126
558133;1;Michal;Turay;;46;starosta;001;352
558168;1;Vladislav;Loderer;;58;zamestnanec súkromnej spoločnosti;001;174
558168;2;Adriana;Vraňanová Kubičková;Ing., MBA;46;starostka;001;80
558192;1;Pavol;Bugáň;;49;elektrotechnik;001;98
558192;2;Václav;Hájevský;Ing.;60;starosta;001;140
558206;1;Zuzana;Murárová;;41;praktická sestra;136;26
558206;2;Lukáš;Varga;;25;logistik-skladník;106,135;52
558214;1;Marián;Bernáth;Ing.;35;vedúci poľnovýroby;001;40
558214;2;Ján;Jakab;MUDr.;62;zubný lekár;106;24
558214;3;Erika;Varechová;;54;obchodná zástupkyňa;001;34
558222;1;Ladislav;Lagín;;56;živnostník;132,136,106;60
558273;1;Dezider;Szakó;;61;starosta obce;145;56
558273;2;Anita;Šoóšová;Mgr.;31;učiteľka;001;16
558273;3;Kornélia;Tóthová;;56;doručovateľka;001;4
558273;4;Karel;Váradi;;67;robotník;123;94
558281;1;Jana;Gazdičová;Mgr.;51;starostka;001;284
558281;2;Zdenko;Glavo;;54;technik;001;195
558320;1;Jana;Maršálková;Ing.;54;starostka obce;001;725
558338;1;Mária;Koláriková;;47;starostka obce;136;112
558338;2;Milan;Poláček;Ing.;41;nezamestnaný;001;111
558354;1;Sandra;Borovská;;33;nezamestnaná;001;144
558354;2;Magdaléna;Miklovič Černoková;Mgr., Mgr.;37;podnikateľka;001;63
558397;1;Janka;Miškufová;;54;starostka obce;136;81
559547;1;Róbert;Haburaj;Ing.;47;živnostník;001;163
559547;2;Lucia;Sukeľová;Ing.;45;starostka obce;001;532
559598;1;Jozef;Babjak;Ing.;41;inžinier rozvoja dodávateľov;001;154
559598;2;Július;Buček;JUDr.;47;starosta;136,106;222
559610;1;Viera;Palejová;;61;starostka;136;24
559610;2;Ivo;Rabajda;;49;murár;135;27
559610;3;Ivan;Zavacký;;48;živnostník;106;45
559636;1;Mária;Bučková;;51;starostka;001;51
559644;1;Martin;Petík;BBA.;46;starosta;136,106;69
559652;1;Miroslav;Jaroš;Ing.;40;technik;111;13
559652;2;Peter;Sirý;;37;údržbár;106,136;19
559687;1;Ladislav;Danko;Ing.;51;zástupca starostu;114;7
559687;2;Jozef;Kababik;;29;živnostník;136;35
559687;3;Tibor;Kaško;;59;podnikateľ;001;100
559687;4;Tomáš;Konkoly;Ing.;37;výrobný manažér;146;445
559784;1;Csaba;Káposztás;Ing.;53;energetik;001;55
559784;2;Ladislav;Kónya;;58;invalidný dôchodca;144;96
559784;3;Tomáš;Mackovjak;;40;fyzioterapeut;001;104
559784;4;Michal;Maďar;;28;obchodný zástupca;001;71
559784;5;Atila;Oravecz;Mgr.;56;starosta;145;896
559831;1;Elena;Szabóová;;61;špecialistka pre inšpekčnú činnosť;001;54
559865;1;František;Beregszászi;;67;starosta;111;166
559865;2;Ľuboš;Janke;Ing.;47;manažér;001;200
559865;3;Ottó;Rapčák;;55;dôchodca;001;95
559865;4;Tomáš;Suchý;Ing.;65;dôchodca;146;46
559865;5;Jozef;Zubko;;33;nezamestnaný;123;82
559873;1;Beáta;Japón Vargová;;40;predavačka;001;113
559873;2;Waldemar;Vislay;Ing.;45;vedúci stavebného úradu;001;130
559873;3;Mátyás;Viszlay;;57;elektromechanik;001;16
559881;1;Attila;Nehoda;;47;vodič technologických vozidiel;001;59
559881;2;Zoltán;Olajoš;;49;robotník;145;26
559890;1;Martin;Hajko;;51;starosta;136;128
559890;2;Ján;Marušinec;;55;mechanik;001;14
559890;3;Vladimír;Mierka;;52;vedúci prevádzky LD;135;132
559938;1;Milan;Kalafut;Bc.;57;starosta obce;001;84
559971;1;Ľubomír;Pankuch;Ing.;60;starosta obce;001;205
559971;2;Jozef;Plančár;;69;dôchodca;136;49
559989;1;Katarína;Petrenčáková;Ing.;41;starostka obce;111;60
559989;2;Ľudmila;Trojanová;;56;nezamestnaná;106;52
560022;1;Róbert;Dókus;;43;hasič;001;218
560022;2;Tímea;Repaszky Penger;Bc.;47;nezamestnaná;001;201
560031;1;Tomáš;Hajdu;;39;mechanik;001;12
560031;2;Peter;Hronec;;42;nezamestnaný;001;4
560031;3;Rút;Máziková;Ing.;63;banská inšpektorka;111;55
560031;4;Marián;Ondrej;;40;operátor;145;8
560031;5;Alexander;Szöllös;;63;starosta obce;001;154
560049;1;Ildikó;Lukacsová;;53;starostka obce;001;209
560065;1;Ondrej;Lipták;;53;starosta;145;197
560073;1;Monika;Sipľaková;Mgr.;56;starostka obce;106;70
560103;1;Lucia;Dubielová;Ing.;45;administatívna a marketingová pracovníčka;001;411
560103;2;Alexander;Gálfy;;60;SZČO;001;580
560103;3;Michal;Hanč;MBA;38;hlavný kontrolór;001;177
560103;4;Miroslav;Rožok;Ing.;45;ekonóm;001;22
560103;5;Jozef;Štefaňák;;56;mestský policajt;001;684
560154;1;Michal;Kotrady;Ing.;64;strojný inžinier;001;1227
560154;2;Miroslava;Szitová;Mgr., PhD.;48;starostka obce;111,128;1485
580236;1;Miroslav;Ostrihoň;Ing., PhD.;41;starosta obce;001;307
580244;1;Radomír;Brieda;Ing.;37;SZČO - ekonóm / účtovník;001;8
580244;2;Lenka;Kapustová;Bc.;51;hlavná referentka;001;164
580244;3;Ľuboslava;Kubišová;Mgr., PhD.;47;odborná referentka odboru regionálneho rozvoja;001;119
580244;4;Maroš ;Mojžiš;;38;SZČO;001;80
580244;5;Martin;Pál;Ing.;49;SZČO;103;237
580244;6;Žofia;Štulajterová;;58;konateľka spoločnosti;001;8
580252;1;Štefan;Nagy;Ing.;60;starosta obce;145,111;148
580252;2;Gabriela;Szedáková;;44;prevádzková pracovníčka;001;69
580287;1;Adriana;Muráňová;;46;správkyňa budov, projektová manažérka, referentka stavebného úradu;001;177
580287;2;Anna;Papajová;Ing.;59;starostka;001;416
580309;1;Imrich;Ágošton;Ing.;63;starosta;001;85
580309;2;Gabriel;Bujtár;Ing.;34;vedúci pozberovej linky;001;19
580317;1;Miroslav;Barutiak;;53;starosta;001;373
580317;2;Michaela;Nosáľová;;41;nezamestnaná;109;38
580368;1;Marta;Klocháňová;;59;opatrovateľka;001;10
580368;2;Miroslav;Michaľák;Bc.;31;pedagóg;111;65
580368;3;Petronela;Nemešányová;;33;živnostníčka;001;20
580384;1;Juraj;Gallo;MVDr.;38;starosta obce;001;252
580384;2;Anna;Kubusová;Ing.;49;štátna zamestnankyňa;001;56
580449;1;Petra;Kubíni;Mgr.;37;manažérka marketingu;001;264
580449;2;Anton;Zima;;65;starosta obce;136,106;241
580457;1;Zuzana;Balážová;;48;ekonómka;001;58
580457;2;Miroslav;Ďurák;;41;športový odborník;141;399
580457;3;Jana;Hantonová;Bc., Mgr. et Mgr., MBA;40;odborná referentka;106;25
580457;4;Jozef;Mizerák;;51;prevádzkár;001;97
580457;5;Peter;Vaňo;Dpt. MBA;67;stavebný technik;107;110
580473;1;Anna;Hamran Podstrelená;Mgr.;35;vedúca školskej jedálne;001;168
580473;2;Jaroslav;Jánoš;PhDr., PhD.;56;environmentalista;106;44
580473;3;Eva;Kalkan;Bc.;41;manažérka, podnikateľka;124;193
580473;4;Iveta;Paulová;doc., Ing., PhD., MBA;60;starostka ;001;371
580473;5;Ján;Šmehýl;Ing.;58;súkromný podnikateľ;001;217
